Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,-1.797144,1.855598,-0.005564,-241.680359,180.625351,-80.391792,-0.274908,2.207542,-1.595624,-285.705475,229.059387,219.432159,,,,,,
2,0,-1.797274,1.855312,-0.005942,-241.606033,180.634720,-80.317451,-0.282243,2.226623,-1.572963,-285.651764,229.078217,219.491989,,,,,,
3,0,-1.797337,1.854906,-0.006261,-241.536972,180.637131,-80.241379,-0.289408,2.244352,-1.551632,-285.595795,229.101700,219.552460,,,,,,
4,0,-1.797496,1.854626,-0.006362,-241.463501,180.647003,-80.176147,-0.296357,2.261203,-1.530811,-285.532837,229.125397,219.607986,,,,,,
5,0,-1.797722,1.854404,-0.006471,-241.391983,180.653671,-80.101105,-0.302799,2.277164,-1.510730,-285.472626,229.148483,219.664673,,,,,,
6,0,-1.798168,1.854025,-0.006685,-241.315155,180.655502,-80.033546,-0.309119,2.292344,-1.491222,-285.401520,229.172958,219.721375,,,,,,
7,0,-1.798050,1.853632,-0.006588,-241.234329,180.668701,-79.967079,-0.314852,2.306138,-1.473294,-285.344574,229.196030,219.784790,,,,,,
8,0,-1.798415,1.853083,-0.006798,-241.149078,180.676147,-79.897507,-0.320338,2.319219,-1.455900,-285.267853,229.230484,219.837692,,,,,,
9,0,-1.798422,1.853165,-0.006844,-241.062073,180.683105,-79.833549,-0.326105,2.332263,-1.438440,-285.203491,229.250183,219.897797,,,,,,
10,0,-1.798479,1.853085,-0.006485,-240.969330,180.695541,-79.769165,-0.329529,2.339519,-1.428317,-285.130554,229.285858,219.963806,,,,,,
11,0,-1.798906,1.853083,-0.006559,-240.877823,180.709076,-79.694267,-0.337268,2.357932,-1.403065,-285.050079,229.319031,220.026154,,,,,,
12,0,-1.799115,1.852938,-0.006400,-240.780151,180.720901,-79.622108,-0.339634,2.362646,-1.396241,-284.983185,229.346985,220.091599,,,,,,
13,0,-1.799126,1.852760,-0.006577,-240.685303,180.734207,-79.552437,-0.339653,2.361217,-1.397849,-284.912048,229.378067,220.151077,,,,,,
14,0,-1.798907,1.852787,-0.006666,-240.584656,180.751465,-79.480270,-0.342743,2.367822,-1.388450,-284.842987,229.403656,220.208466,,,,,,
15,0,-1.799126,1.852453,-0.007121,-240.501251,180.759964,-79.408096,-0.339342,2.357576,-1.402357,-284.781311,229.427856,220.274292,,,,,,
16,0,-1.799732,1.852284,-0.007309,-240.410660,180.771790,-79.340988,-0.340231,2.358215,-1.401256,-284.718414,229.454330,220.333725,,,,,,
17,0,-1.799718,1.851832,-0.007603,-240.317245,180.787186,-79.274994,-0.340516,2.357151,-1.402566,-284.653107,229.480881,220.388962,,,,,,
18,0,-1.799931,1.851318,-0.007597,-240.224167,180.799210,-79.204315,-0.349247,2.377566,-1.373913,-284.584625,229.512802,220.447113,,,,,,
19,0,-1.799984,1.850776,-0.007426,-240.121979,180.815918,-79.139259,-0.350636,2.379322,-1.371155,-284.515839,229.542053,220.504425,,,,,,
20,0,-1.800028,1.850722,-0.007722,-240.025726,180.830917,-79.065651,-0.357321,2.394429,-1.349405,-284.440765,229.568909,220.568802,,,,,,
21,0,-1.800167,1.850281,-0.007206,-239.912567,180.851624,-78.995171,-0.356547,2.390817,-1.354308,-284.361053,229.601639,220.632523,,,,,,
22,0,-1.800327,1.850444,-0.006936,-239.796310,180.865936,-78.925697,-0.356169,2.387789,-1.358220,-284.277802,229.635864,220.693344,,,,,,
23,0,-1.800323,1.850220,-0.007057,-239.685181,180.886292,-78.855263,-0.355573,2.384336,-1.362792,-284.195068,229.672562,220.753372,,,,,,
24,0,-1.800544,1.849997,-0.007011,-239.569412,180.903854,-78.786583,-0.354555,2.380478,-1.367703,-284.120331,229.702606,220.817398,,,,,,
25,0,-1.800483,1.849748,-0.006982,-239.465652,180.923233,-78.718620,-0.357535,2.386308,-1.359126,-284.051178,229.731567,220.878342,,,,,,
26,0,-1.800905,1.849454,-0.007340,-239.360489,180.940918,-78.643021,-0.358913,2.388209,-1.356302,-283.981964,229.760422,220.935959,,,,,,
27,0,-1.800945,1.848906,-0.007559,-239.252426,180.962799,-78.575493,-0.361369,2.392455,-1.349907,-283.909332,229.791992,220.994629,,,,,,
28,0,-1.800985,1.848437,-0.007779,-239.137039,180.987289,-78.509506,-0.364901,2.399695,-1.339356,-283.829742,229.826202,221.053741,,,,,,
29,0,-1.801173,1.848191,-0.007853,-239.021439,181.010193,-78.446281,-0.363615,2.394863,-1.345998,-283.750427,229.855179,221.115662,,,,,,
30,0,-1.800746,1.847959,-0.008139,-238.903503,181.032181,-78.379280,-0.364800,2.395978,-1.344081,-283.667999,229.893143,221.175232,,,,,,
