Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,-1.070765,2.344806,-0.314166,-499.067535,-54.584164,-64.596481,3.768037,-0.347078,-1.364824,-527.404480,142.090332,255.020462,-1.790860,2.215776,0.710846,-323.575836,-120.942368,-327.171967
2,0,-1.069722,2.344658,-0.315127,-498.978027,-54.630005,-64.540573,3.752305,-0.327948,-1.353714,-527.380432,142.110565,255.035675,-1.789733,2.215669,0.711256,-323.425720,-121.047821,-327.043365
3,0,-1.069703,2.343870,-0.315110,-498.898193,-54.683685,-64.476776,3.749785,-0.325276,-1.352267,-527.359497,142.137192,255.050507,-1.788778,2.215609,0.711306,-323.277008,-121.149727,-326.906525
4,0,-1.070085,2.343224,-0.315452,-498.818665,-54.741611,-64.402412,3.743793,-0.318363,-1.348340,-527.333069,142.162155,255.062286,-1.789187,2.215558,0.710489,-323.144562,-121.255997,-326.760681
5,0,-1.070320,2.342979,-0.315627,-498.741821,-54.799335,-64.329956,3.748650,-0.324453,-1.352003,-527.311096,142.177216,255.079147,-1.790577,2.215569,0.708303,-322.997101,-121.350060,-326.645325
6,0,-1.069976,2.342714,-0.316079,-498.655396,-54.852467,-64.260941,3.752229,-0.329137,-1.354855,-527.281677,142.205307,255.091812,-1.791855,2.215871,0.706725,-322.854065,-121.445961,-326.512695
7,0,-1.069784,2.342566,-0.316611,-498.571289,-54.909424,-64.193542,3.746336,-0.322379,-1.351086,-527.265076,142.220230,255.107941,-1.790375,2.215448,0.706850,-322.686127,-121.553238,-326.375824
8,0,-1.069937,2.342458,-0.317452,-498.478912,-54.963448,-64.131477,3.757423,-0.336165,-1.359183,-527.246948,142.234955,255.126862,-1.788752,2.215256,0.707585,-322.509796,-121.657562,-326.234802
9,0,-1.070744,2.342510,-0.317512,-498.393585,-55.025711,-64.056610,3.755190,-0.333855,-1.357851,-527.226624,142.254211,255.141266,-1.790238,2.215722,0.705990,-322.349396,-121.751503,-326.096558
10,0,-1.070471,2.342470,-0.318370,-498.293091,-55.080818,-63.989250,3.747541,-0.324746,-1.352543,-527.208069,142.271240,255.157028,-1.791975,2.215726,0.704177,-322.192963,-121.839897,-325.966705
11,0,-1.070876,2.341669,-0.318344,-498.198395,-55.139977,-63.913010,3.744767,-0.321815,-1.350839,-527.191162,142.289154,255.173004,-1.791849,2.215786,0.703204,-322.024689,-121.944237,-325.816589
12,0,-1.070893,2.341326,-0.318639,-498.105896,-55.198334,-63.834949,3.748539,-0.326466,-1.353651,-527.172058,142.304092,255.192749,-1.790454,2.215642,0.703908,-321.858429,-122.058640,-325.653992
13,0,-1.070960,2.341229,-0.319106,-498.019592,-55.264332,-63.752079,3.749344,-0.327828,-1.354395,-527.152710,142.323013,255.208725,-1.789815,2.215523,0.704100,-321.676270,-122.166832,-325.499817
14,0,-1.070969,2.340630,-0.319233,-497.935760,-55.331902,-63.666470,3.744545,-0.322248,-1.351260,-527.138977,142.340240,255.230576,-1.790891,2.215337,0.702997,-321.490845,-122.260056,-325.356720
15,0,-1.071141,2.340061,-0.319896,-497.851929,-55.399609,-63.581875,3.745345,-0.323317,-1.351948,-527.114319,142.362106,255.250305,-1.792863,2.215393,0.700769,-321.317841,-122.352333,-325.217316
16,0,-1.071343,2.339884,-0.320394,-497.753082,-55.464142,-63.498943,3.746371,-0.324940,-1.352996,-527.095276,142.379288,255.267532,-1.793079,2.215293,0.699529,-321.154205,-122.462662,-325.048859
17,0,-1.071357,2.339640,-0.320588,-497.652832,-55.531578,-63.415096,3.749494,-0.328938,-1.355275,-527.077148,142.396561,255.287445,-1.791812,2.214898,0.700171,-320.940887,-122.569992,-324.901276
18,0,-1.071298,2.339344,-0.320670,-497.543457,-55.595470,-63.342987,3.740726,-0.318526,-1.349134,-527.050049,142.423584,255.300110,-1.792183,2.214332,0.699415,-320.722900,-122.659843,-324.761597
19,0,-1.071113,2.339273,-0.320993,-497.432892,-55.664783,-63.262821,3.741931,-0.320104,-1.350008,-527.028687,142.446091,255.317245,-1.793971,2.214710,0.697051,-320.547913,-122.756653,-324.605896
20,0,-1.070675,2.338642,-0.321475,-497.320313,-55.725830,-63.187702,3.739734,-0.317672,-1.348696,-527.005188,142.464462,255.336945,-1.793739,2.214950,0.696477,-320.369843,-122.865364,-324.430237
21,0,-1.070929,2.338242,-0.321594,-497.225555,-55.806995,-63.100414,3.732794,-0.309519,-1.343927,-526.979797,142.491714,255.350418,-1.793751,2.214911,0.696466,-320.168182,-122.980057,-324.246674
22,0,-1.071221,2.337864,-0.322044,-497.124542,-55.882904,-63.018253,3.729233,-0.305598,-1.341523,-526.950317,142.512772,255.366898,-1.793212,2.214407,0.696799,-319.921539,-123.077934,-324.103821
23,0,-1.070878,2.337899,-0.322414,-497.022125,-55.958309,-62.930496,3.725690,-0.301659,-1.339107,-526.929077,142.536987,255.383438,-1.794619,2.214606,0.694575,-319.727997,-123.175278,-323.933197
24,0,-1.070599,2.337514,-0.323135,-496.906891,-56.026569,-62.854500,3.725592,-0.301721,-1.339302,-526.906250,142.563004,255.404480,-1.796852,2.214550,0.693399,-319.561096,-123.284416,-323.745972
