Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,-0.680426,2.434253,-0.156526,-499.145538,-67.547432,-87.974388,-0.322372,0.984066,0.200705,-443.263550,97.717064,242.384125,-0.834874,2.121480,0.783512,-357.896942,-135.917236,-365.643036
2,0,-0.681575,2.433994,-0.156260,-499.027374,-67.617683,-87.908020,-0.296150,0.985906,0.188186,-443.230042,97.759590,242.415192,-0.835518,2.121762,0.783155,-357.693787,-136.007690,-365.540833
3,0,-0.682064,2.433707,-0.156350,-498.901947,-67.685349,-87.847549,-0.259701,0.988395,0.170486,-443.182037,97.791687,242.441864,-0.836251,2.122044,0.783262,-357.491669,-136.100342,-365.439575
4,0,-0.682149,2.433567,-0.156912,-498.762390,-67.750328,-87.793098,-0.224268,0.990365,0.153142,-443.160828,97.844955,242.464676,-0.836612,2.122446,0.782493,-357.290222,-136.204224,-365.321259
5,0,-0.682197,2.432913,-0.157474,-498.627502,-67.812256,-87.740112,-0.187365,0.991918,0.135316,-443.130127,97.884720,242.486069,-0.836679,2.121249,0.781909,-357.104156,-136.313873,-365.196686
6,0,-0.682437,2.432568,-0.158280,-498.502228,-67.880028,-87.666580,-0.151090,0.993139,0.117651,-443.103668,97.914757,242.506363,-0.837267,2.121775,0.781550,-356.898529,-136.407684,-365.091003
7,0,-0.682900,2.432165,-0.158793,-498.373413,-67.949158,-87.595222,-0.113890,0.994092,0.099665,-443.079437,97.962410,242.530960,-0.837780,2.122520,0.781663,-356.687469,-136.514145,-364.974426
8,0,-0.683891,2.431975,-0.158509,-498.251617,-68.020599,-87.528526,-0.077419,0.994832,0.081616,-443.044952,98.007530,242.556549,-0.838661,2.122034,0.781279,-356.468414,-136.618164,-364.865295
9,0,-0.684942,2.431796,-0.158740,-498.117126,-68.091713,-87.457603,-0.041560,0.995302,0.064221,-443.009521,98.053017,242.585617,-0.839056,2.121260,0.780446,-356.265991,-136.726379,-364.734283
10,0,-0.685715,2.431485,-0.158774,-497.975342,-68.158974,-87.391640,-0.004720,0.995407,0.046260,-442.975006,98.096756,242.611618,-0.839409,2.121368,0.780054,-356.063446,-136.837540,-364.603058
11,0,-0.685552,2.430861,-0.159284,-497.841766,-68.224266,-87.328613,0.029727,0.995491,0.029481,-442.944031,98.146187,242.639587,-0.840269,2.122293,0.779949,-355.840942,-136.946289,-364.479126
12,0,-0.685690,2.430956,-0.160039,-497.704407,-68.301880,-87.249908,0.059993,0.995109,0.014471,-442.903870,98.194458,242.664200,-0.841016,2.121988,0.779862,-355.609283,-137.054291,-364.375244
13,0,-0.686870,2.430814,-0.160083,-497.567505,-68.373199,-87.183403,0.091490,0.994810,-0.000734,-442.866638,98.222565,242.696304,-0.841695,2.121274,0.779104,-355.402527,-137.168594,-364.239380
14,0,-0.687967,2.429938,-0.159748,-497.425140,-68.446533,-87.109329,0.119922,0.994651,-0.014896,-442.818054,98.283340,242.722809,-0.842087,2.121747,0.778654,-355.194336,-137.288895,-364.101685
15,0,-0.689101,2.429573,-0.159753,-497.282440,-68.520203,-87.037460,0.137662,0.994468,-0.023643,-442.786499,98.332336,242.753983,-0.842519,2.121972,0.778647,-354.942017,-137.394348,-364.000732
16,0,-0.688897,2.429620,-0.160499,-497.136902,-68.590431,-86.974518,0.155781,0.994171,-0.032619,-442.758362,98.388184,242.779633,-0.843022,2.121433,0.778534,-354.693329,-137.505600,-363.885223
17,0,-0.688408,2.429373,-0.161152,-496.991638,-68.657188,-86.905205,0.174376,0.994061,-0.041696,-442.709412,98.436646,242.809387,-0.843500,2.120711,0.777714,-354.488739,-137.635468,-363.734650
18,0,-0.688884,2.428986,-0.161239,-496.842865,-68.727310,-86.830605,0.190763,0.993825,-0.049992,-442.680450,98.490005,242.831619,-0.844546,2.121270,0.777585,-354.247253,-137.755554,-363.602478
19,0,-0.690656,2.428545,-0.160825,-496.698334,-68.809616,-86.758995,0.208360,0.993561,-0.058705,-442.650726,98.539909,242.849808,-0.844804,2.120934,0.777455,-353.994110,-137.872177,-363.486237
20,0,-0.691154,2.428108,-0.160734,-496.545776,-68.879829,-86.700371,0.225547,0.993091,-0.067003,-442.629517,98.585060,242.860596,-0.845509,2.120856,0.776480,-353.770050,-137.993484,-363.344696
21,0,-0.690933,2.427971,-0.161531,-496.395386,-68.954750,-86.628242,0.242446,0.992205,-0.075301,-442.610718,98.627968,242.878311,-0.846062,2.120676,0.775649,-353.551025,-138.125854,-363.175842
22,0,-0.690542,2.427614,-0.162154,-496.233826,-69.027069,-86.555656,0.267321,0.991199,-0.087713,-442.581055,98.686249,242.901871,-0.846607,2.121097,0.775871,-353.275452,-138.237732,-363.065369
23,0,-0.690870,2.426924,-0.162382,-496.083649,-69.104767,-86.480713,0.282086,0.990070,-0.094953,-442.568756,98.729210,242.906464,-0.846901,2.120549,0.775316,-353.016632,-138.367584,-362.937866
24,0,-0.692255,2.427100,-0.162402,-495.933411,-69.185898,-86.399803,0.284126,0.989616,-0.095872,-442.553558,98.772919,242.925674,-0.847364,2.120161,0.774573,-352.796570,-138.505051,-362.783936
25,0,-0.693517,2.426334,-0.162222,-495.787506,-69.271759,-86.317924,0.282395,0.988951,-0.094920,-442.544464,98.826706,242.940079,-0.848072,2.120350,0.774379,-352.528595,-138.622711,-362.649567
26,0,-0.693626,2.425683,-0.162877,-495.622528,-69.349449,-86.240417,0.261966,0.989500,-0.084484,-442.526093,98.871605,242.957947,-0.848681,2.119902,0.774200,-352.252655,-138.752869,-362.511383
27,0,-0.693702,2.425231,-0.163368,-495.460632,-69.426453,-86.168442,0.244108,0.989801,-0.075689,-442.515320,98.927879,242.976105,-0.848910,2.119502,0.773698,-352.019867,-138.896591,-362.351013
28,0,-0.693970,2.425073,-0.164265,-495.298126,-69.507683,-86.096359,0.230921,0.990278,-0.068996,-442.483551,98.986176,243.010132,-0.850045,2.119429,0.773236,-351.752228,-139.022202,-362.199646
29,0,-0.695192,2.424832,-0.164294,-495.133270,-69.596062,-86.011398,0.211805,0.990698,-0.059780,-442.459869,99.035622,243.044724,-0.850504,2.119312,0.772707,-351.471375,-139.154037,-362.047424
30,0,-0.696883,2.424191,-0.164212,-494.975311,-69.677223,-85.921967,0.228357,0.990041,-0.067646,-442.423187,99.098404,243.075424,-0.850746,2.119365,0.772021,-351.227386,-139.292267,-361.876373
31,0,-0.697659,2.424080,-0.164526,-494.813385,-69.764252,-85.843575,0.243846,0.989378,-0.075316,-442.392487,99.153831,243.120605,-0.850853,2.118968,0.770985,-350.965393,-139.435471,-361.717804
32,0,-0.697789,2.423431,-0.165138,-494.646088,-69.849854,-85.758530,0.229037,0.990481,-0.067962,-442.360901,99.207489,243.159195,-0.851391,2.118848,0.770651,-350.660522,-139.568359,-361.577240
33,0,-0.698418,2.422929,-0.165529,-494.474457,-69.934669,-85.669502,0.249637,0.990117,-0.078098,-442.312408,99.259933,243.201782,-0.852302,2.119088,0.770682,-350.406097,-139.712372,-361.417908
34,0,-0.698847,2.422438,-0.166264,-494.307831,-70.024712,-85.589882,0.271037,0.989366,-0.088711,-442.285461,99.311348,243.226181,-0.852688,2.118533,0.769574,-350.133759,-139.861526,-361.245270
35,0,-0.700150,2.422215,-0.165987,-494.137451,-70.116119,-85.501221,0.296814,0.988654,-0.101547,-442.232697,99.355087,243.273651,-0.853427,2.118781,0.769158,-349.834717,-139.994492,-361.096497
36,0,-0.700552,2.421528,-0.166010,-493.966156,-70.206161,-85.412155,0.323012,0.987452,-0.114708,-442.198822,99.420616,243.306458,-0.854243,2.118988,0.768526,-349.572144,-140.143555,-360.908722
37,0,-0.699796,2.421195,-0.166675,-493.787384,-70.293518,-85.318085,0.340196,0.986352,-0.123335,-442.188843,99.475388,243.323349,-0.854711,2.118442,0.767538,-349.292603,-140.292725,-360.726288
38,0,-0.700049,2.420994,-0.167317,-493.615662,-70.383636,-85.223740,0.344005,0.985807,-0.124877,-442.176788,99.531998,243.348557,-0.855249,2.118628,0.767263,-348.982483,-140.431625,-360.575409
39,0,-0.701453,2.420766,-0.167546,-493.444946,-70.477135,-85.126640,0.326669,0.986389,-0.116247,-442.162476,99.584602,243.392426,-0.855969,2.119064,0.766862,-348.714935,-140.583282,-360.399078
40,0,-0.702339,2.420234,-0.167891,-493.272095,-70.577148,-85.024689,0.308612,0.986534,-0.107001,-442.161407,99.642502,243.414688,-0.856162,2.117969,0.765911,-348.416351,-140.740143,-360.224121
41,0,-0.701841,2.420216,-0.168959,-493.092224,-70.666367,-84.926682,0.290027,0.986990,-0.097495,-442.145782,99.698914,243.435944,-0.856717,2.118464,0.765729,-348.114838,-140.893646,-360.051483
42,0,-0.702010,2.419365,-0.169369,-492.901215,-70.755241,-84.834610,0.268617,0.987777,-0.086652,-442.126892,99.753754,243.482391,-0.857439,2.118514,0.764610,-347.833099,-141.047592,-359.863220
43,0,-0.703616,2.419005,-0.169434,-492.721191,-70.852707,-84.732353,0.246337,0.988649,-0.075619,-442.107300,99.805969,243.520706,-0.858653,2.118929,0.763459,-347.519806,-141.195541,-359.681702
44,0,-0.704843,2.418885,-0.169636,-492.550659,-70.957825,-84.628586,0.228333,0.989650,-0.066546,-442.081635,99.864594,243.554626,-0.859107,2.119201,0.762824,-347.224304,-141.354233,-359.491333
45,0,-0.704617,2.418277,-0.170523,-492.355591,-71.055008,-84.540024,0.211096,0.990548,-0.058227,-442.046967,99.928116,243.596512,-0.859920,2.118897,0.762049,-346.927368,-141.516647,-359.298981
46,0,-0.704234,2.417605,-0.171563,-492.159302,-71.148544,-84.454559,0.213014,0.990711,-0.059276,-442.013550,99.975159,243.635818,-0.860000,2.118340,0.761170,-346.606964,-141.669968,-359.125153
47,0,-0.705471,2.416911,-0.172282,-491.966156,-71.248764,-84.352150,0.226613,0.990172,-0.065947,-441.992310,100.028343,243.662735,-0.860472,2.118943,0.761091,-346.302948,-141.835846,-358.937164
48,0,-0.706711,2.416629,-0.172553,-491.787689,-71.359322,-84.244110,0.243615,0.989811,-0.074774,-441.952484,100.079033,243.707596,-0.861267,2.118232,0.760242,-345.971924,-141.993286,-358.755432
49,0,-0.707209,2.416296,-0.173230,-491.601868,-71.465538,-84.133064,0.236026,0.990366,-0.071206,-441.914185,100.137466,243.740723,-0.862158,2.119151,0.759412,-345.659271,-142.151810,-358.554535
50,0,-0.706615,2.415998,-0.174656,-491.404663,-71.568184,-84.040894,0.252832,0.990002,-0.079471,-441.878357,100.194611,243.775162,-0.862638,2.118481,0.758497,-345.334869,-142.316422,-358.356354
51,0,-0.707574,2.414820,-0.175054,-491.193268,-71.668785,-83.941734,0.253437,0.989799,-0.080043,-441.851349,100.258186,243.812302,-0.863220,2.118164,0.757124,-345.011078,-142.476685,-358.149841
52,0,-0.708528,2.414303,-0.175257,-490.993988,-71.769470,-83.837082,0.265255,0.988664,-0.085591,-441.831940,100.322968,243.839142,-0.863866,2.118593,0.757177,-344.675507,-142.638550,-357.967468
53,0,-0.709093,2.414607,-0.176039,-490.805664,-71.877739,-83.722946,0.261560,0.988800,-0.083612,-441.807037,100.382156,243.881714,-0.864193,2.117716,0.756169,-344.329407,-142.798538,-357.782440
54,0,-0.708420,2.413493,-0.177108,-490.593262,-71.973145,-83.615982,0.250757,0.989174,-0.077973,-441.781708,100.446846,243.923553,-0.865235,2.118182,0.755885,-343.994568,-142.963211,-357.586151
55,0,-0.709134,2.412758,-0.177344,-490.382904,-72.077911,-83.518623,0.247652,0.989277,-0.076288,-441.757477,100.512085,243.956909,-0.865655,2.117651,0.755310,-343.637543,-143.123917,-357.391541
56,0,-0.710917,2.412709,-0.177558,-490.192413,-72.190094,-83.399216,0.228700,0.990076,-0.067119,-441.734924,100.582123,243.984787,-0.866598,2.117429,0.754202,-343.304016,-143.295273,-357.174286
57,0,-0.710708,2.412426,-0.178469,-489.993958,-72.297127,-83.293800,0.210039,0.990787,-0.057708,-441.708008,100.635178,244.027191,-0.867510,2.117755,0.753656,-342.937012,-143.454880,-356.973083
58,0,-0.709829,2.411677,-0.179377,-489.762390,-72.398308,-83.201340,0.198606,0.990960,-0.051942,-441.690430,100.695290,244.053223,-0.868029,2.117131,0.752903,-342.582916,-143.623962,-356.776947
59,0,-0.710614,2.411047,-0.179718,-489.555969,-72.509003,-83.091995,0.176986,0.991631,-0.041335,-441.661713,100.764839,244.081985,-0.868683,2.117079,0.752420,-342.231598,-143.795868,-356.565125
60,0,-0.712650,2.410836,-0.179625,-489.366577,-72.624298,-82.963615,0.192304,0.991233,-0.048932,-441.626068,100.836136,244.117783,-0.869606,2.116809,0.752183,-341.846771,-143.966934,-356.367523
61,0,-0.712263,2.410613,-0.180961,-489.155426,-72.734985,-82.855759,0.215521,0.990268,-0.060120,-441.601105,100.900574,244.143707,-0.870100,2.116319,0.751421,-341.505524,-144.143860,-356.134827
62,0,-0.712180,2.408977,-0.181457,-488.926758,-72.842453,-82.750816,0.216252,0.989979,-0.060629,-441.581024,100.957138,244.181396,-0.871366,2.116350,0.750497,-341.122681,-144.313568,-355.915161
63,0,-0.713533,2.408370,-0.181912,-488.711670,-72.951889,-82.639069,0.225048,0.989910,-0.064992,-441.529083,101.024261,244.232071,-0.871963,2.116112,0.749641,-340.767761,-144.487000,-355.696838
64,0,-0.715204,2.408449,-0.182403,-488.519409,-73.074188,-82.509125,0.224208,0.990049,-0.064710,-441.485168,101.094002,244.274384,-0.872615,2.115775,0.749462,-340.366852,-144.665894,-355.489227
65,0,-0.714949,2.407630,-0.182669,-488.299835,-73.188347,-82.395035,0.209706,0.990634,-0.057870,-441.453918,101.161797,244.317017,-0.873447,2.115443,0.749417,-340.000885,-144.849564,-355.258026
66,0,-0.715369,2.406990,-0.183384,-488.073303,-73.299583,-82.284126,0.219833,0.990228,-0.062831,-441.415222,101.235573,244.355453,-0.874388,2.115099,0.748310,-339.609894,-145.024750,-355.041168
67,0,-0.716188,2.406753,-0.184256,-487.860291,-73.415848,-82.163040,0.248056,0.989325,-0.076860,-441.359161,101.299026,244.417313,-0.875690,2.115597,0.747871,-339.222900,-145.202408,-354.800629
68,0,-0.717149,2.406500,-0.184338,-487.659576,-73.540230,-82.034843,0.245756,0.989651,-0.075811,-441.327881,101.376427,244.457016,-0.876235,2.114441,0.747081,-338.835388,-145.386871,-354.561707
69,0,-0.716063,2.405600,-0.185492,-487.419678,-73.644928,-81.924522,0.237859,0.989832,-0.072063,-441.305756,101.450577,244.496536,-0.877027,2.114786,0.746930,-338.428040,-145.564682,-354.342499
70,0,-0.716006,2.404330,-0.185963,-487.182129,-73.755104,-81.807579,0.213209,0.990377,-0.059621,-441.287567,101.518532,244.536560,-0.877984,2.113993,0.745764,-338.042297,-145.763580,-354.106201
71,0,-0.718134,2.404694,-0.185914,-486.982727,-73.884384,-81.667755,0.194296,0.990405,-0.050044,-441.290771,101.596695,244.567886,-0.878781,2.114461,0.745903,-337.638702,-145.950394,-353.864777
72,0,-0.718087,2.403757,-0.186168,-486.749420,-73.998695,-81.541924,0.166738,0.991083,-0.036368,-441.270538,101.664154,244.603577,-0.879939,2.113574,0.744815,-337.239166,-146.136230,-353.608154
73,0,-0.717699,2.402721,-0.187553,-486.503387,-74.112305,-81.425018,0.180825,0.990145,-0.043113,-441.251556,101.737358,244.638931,-0.880909,2.113858,0.744034,-336.832458,-146.323456,-353.361176
74,0,-0.719042,2.402386,-0.187707,-486.298767,-74.243217,-81.280457,0.164142,0.990077,-0.034989,-441.233246,101.807411,244.675598,-0.881285,2.113007,0.743278,-336.423370,-146.517868,-353.120300
75,0,-0.719524,2.401805,-0.188405,-486.068207,-74.366516,-81.157150,0.155117,0.990413,-0.030597,-441.197052,101.867455,244.731216,-0.882236,2.113752,0.743206,-336.001495,-146.708603,-352.885010
76,0,-0.719089,2.400816,-0.189659,-485.825806,-74.490105,-81.042198,0.171696,0.990296,-0.038800,-441.146301,101.938766,244.794067,-0.882987,2.112661,0.741831,-335.579559,-146.901321,-352.631958
77,0,-0.719823,2.400041,-0.189951,-485.583466,-74.617722,-80.916893,0.185119,0.990329,-0.045544,-441.103882,101.999695,244.849228,-0.884291,2.113124,0.741431,-335.167999,-147.097321,-352.361847
78,0,-0.721157,2.399876,-0.190254,-485.368591,-74.745026,-80.776299,0.196463,0.990014,-0.051443,-441.061066,102.084236,244.898285,-0.884931,2.112143,0.740709,-334.743500,-147.299164,-352.105804
79,0,-0.721177,2.398872,-0.191088,-485.116669,-74.871979,-80.646500,0.209523,0.989813,-0.057775,-441.012787,102.154289,244.955444,-0.885471,2.112309,0.740677,-334.309479,-147.497116,-351.858917
80,0,-0.721321,2.397979,-0.191600,-484.861267,-74.992950,-80.517044,0.227251,0.989053,-0.066395,-440.975098,102.225273,244.997040,-0.886371,2.111582,0.739176,-333.887848,-147.698151,-351.587830
81,0,-0.722329,2.398149,-0.192539,-484.648315,-75.131729,-80.362793,0.216984,0.988963,-0.061368,-440.956238,102.305229,245.047302,-0.887503,2.111512,0.738834,-333.443115,-147.900772,-351.322693
82,0,-0.722038,2.397220,-0.193496,-484.392059,-75.255859,-80.225365,0.199695,0.988687,-0.052729,-440.953583,102.377068,245.089508,-0.888136,2.111091,0.737791,-333.023193,-148.105667,-351.047821
83,0,-0.722118,2.396264,-0.194357,-484.136810,-75.389145,-80.092964,0.173458,0.988733,-0.039499,-440.935852,102.450104,245.131470,-0.888863,2.110982,0.737316,-332.558502,-148.302628,-350.798096
84,0,-0.723634,2.396092,-0.194834,-483.903381,-75.526550,-79.949768,0.183944,0.987689,-0.044527,-440.934662,102.522758,245.163956,-0.889200,2.110269,0.735680,-332.145691,-148.521103,-350.507385
85,0,-0.722943,2.395287,-0.196151,-483.653473,-75.660454,-79.811256,0.192884,0.987137,-0.048953,-440.917908,102.595871,245.202133,-0.890525,2.110635,0.735296,-331.655029,-148.714737,-350.247681
86,0,-0.722404,2.393654,-0.197560,-483.373047,-75.783661,-79.696228,0.189150,0.987459,-0.047200,-440.877655,102.659416,245.256485,-0.890899,2.109623,0.733777,-331.255066,-148.941238,-349.934967
87,0,-0.724460,2.393435,-0.197931,-483.144928,-75.930611,-79.533157,0.209757,0.987345,-0.057516,-440.826996,102.738388,245.319794,-0.892103,2.109743,0.733693,-330.753418,-149.134277,-349.692108
88,0,-0.726117,2.392676,-0.198651,-482.889313,-76.070183,-79.383163,0.211777,0.987575,-0.058593,-440.793488,102.809822,245.371719,-0.892381,2.108868,0.732513,-330.329498,-149.359344,-349.384125
89,0,-0.725301,2.391489,-0.200011,-482.614319,-76.200600,-79.250496,0.230765,0.987298,-0.068049,-440.731995,102.886398,245.439346,-0.893512,2.109080,0.732030,-329.834290,-149.563202,-349.115173
90,0,-0.727270,2.391467,-0.200546,-482.366211,-76.349457,-79.086380,0.203289,0.988594,-0.054743,-440.684448,102.955284,245.493576,-0.894822,2.108330,0.730636,-329.386047,-149.778564,-348.814056
91,0,-0.728049,2.390673,-0.201243,-482.100677,-76.490555,-78.948204,0.204091,0.988134,-0.055239,-440.654785,103.031578,245.547791,-0.895423,2.107971,0.730454,-328.908447,-149.993469,-348.532654
92,0,-0.728397,2.389586,-0.201957,-481.822418,-76.624077,-78.804840,0.194535,0.987256,-0.050394,-440.648529,103.110229,245.598267,-0.895973,2.107485,0.729467,-328.419342,-150.202759,-348.256226
93,0,-0.729728,2.389211,-0.202284,-481.570923,-76.777252,-78.645485,0.179379,0.987052,-0.042688,-440.629944,103.179512,245.639481,-0.897236,2.107411,0.728530,-327.956421,-150.422760,-347.936646
94,0,-0.729692,2.388014,-0.203138,-481.299255,-76.915199,-78.489265,0.158441,0.986855,-0.032246,-440.616089,103.233772,245.675766,-0.898763,2.107578,0.727888,-327.449860,-150.631989,-347.657410
95,0,-0.729162,2.387079,-0.204603,-481.008514,-77.054756,-78.346725,0.137040,0.986919,-0.021794,-440.606293,103.289703,245.706360,-0.898937,2.106057,0.727285,-326.977844,-150.855774,-347.355438
96,0,-0.731980,2.386887,-0.204442,-480.763550,-77.213562,-78.171135,0.119633,0.987566,-0.013211,-440.585449,103.329147,245.743240,-0.900387,2.106826,0.727299,-326.475281,-151.071823,-347.062164
97,0,-0.731646,2.385546,-0.205816,-480.472443,-77.352425,-78.023117,0.132485,0.987628,-0.019378,-440.548706,103.373581,245.787811,-0.901415,2.105939,0.725787,-325.996094,-151.295792,-346.738373
98,0,-0.731923,2.384707,-0.207288,-480.187256,-77.493736,-77.869553,0.155480,0.987546,-0.030376,-440.491211,103.409546,245.851730,-0.902419,2.105521,0.725885,-325.482117,-151.507431,-346.433533
99,0,-0.734240,2.384150,-0.207270,-479.924103,-77.651718,-77.702141,0.177074,0.987375,-0.040410,-440.425720,103.443016,245.905228,-0.903474,2.105176,0.725684,-324.975708,-151.735703,-346.128479
100,0,-0.733609,2.382885,-0.208528,-479.610413,-77.790604,-77.566750,0.195832,0.987007,-0.049425,-440.350983,103.486076,245.993988,-0.904680,2.104383,0.724749,-324.473236,-151.960129,-345.807983
101,0,-0.734668,2.382203,-0.209108,-479.341003,-77.944153,-77.391479,0.206743,0.986531,-0.054279,-440.302734,103.520866,246.063583,-0.906477,2.104923,0.724513,-323.942902,-152.167694,-345.495941
102,0,-0.735884,2.381222,-0.209453,-479.062286,-78.099411,-77.217819,0.180976,0.987193,-0.041125,-440.272797,103.555519,246.125214,-0.907370,2.103983,0.723252,-323.449921,-152.401611,-345.152710
103,0,-0.735888,2.379939,-0.210090,-478.759125,-78.244888,-77.050049,0.182172,0.986633,-0.040972,-440.261932,103.580826,246.167114,-0.908745,2.103917,0.723292,-322.908051,-152.624954,-344.842529
104,0,-0.737162,2.379769,-0.210723,-478.484772,-78.405151,-76.859711,0.169843,0.986743,-0.034494,-440.245697,103.598412,246.217010,-0.910228,2.103834,0.722210,-322.391571,-152.844574,-344.506195
105,0,-0.738230,2.379218,-0.211304,-478.184998,-78.556427,-76.691696,0.154757,0.986904,-0.026765,-440.217133,103.618675,246.261169,-0.911289,2.102955,0.720887,-321.871368,-153.077194,-344.160095
106,0,-0.738081,2.377694,-0.212217,-477.877106,-78.709015,-76.525452,0.151417,0.986830,-0.024638,-440.180054,103.627701,246.297394,-0.912003,2.103049,0.720112,-321.320251,-153.303192,-343.839172
107,0,-0.740222,2.377292,-0.212472,-477.608154,-78.881393,-76.328461,0.133338,0.987069,-0.015472,-440.131256,103.641068,246.346100,-0.913380,2.102235,0.718888,-320.815491,-153.537170,-343.481384
108,0,-0.740310,2.375626,-0.213078,-477.292267,-79.039963,-76.155624,0.157721,0.986726,-0.026940,-440.078461,103.646194,246.412827,-0.914884,2.102337,0.717816,-320.262146,-153.766220,-343.134979
109,0,-0.741174,2.374949,-0.214173,-476.999084,-79.198044,-75.976418,0.173009,0.986377,-0.034211,-440.029541,103.675308,246.466492,-0.915605,2.101926,0.716276,-319.717621,-154.001541,-342.785370
