Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,2.614052,-2.596057,-0.059412,-247.484192,178.143295,-85.542702,-0.310585,2.277975,-1.478180,-285.702454,216.317535,209.626526,0.863562,4.044332,-0.477357,53.870045,379.109436,-179.066315
2,0,2.613976,-2.596079,-0.059294,-247.485748,178.138901,-85.536697,-0.317596,2.295823,-1.455148,-285.705658,216.320099,209.634644,0.863770,4.044416,-0.475767,53.873695,379.110077,-179.062958
3,0,2.613545,-2.596607,-0.059184,-247.489166,178.132050,-85.529907,-0.324295,2.312791,-1.432817,-285.706177,216.327087,209.632065,0.863405,4.044370,-0.477047,53.862408,379.113953,-179.059570
4,0,2.613361,-2.596674,-0.058935,-247.486801,178.131927,-85.526596,-0.330640,2.328591,-1.411679,-285.706055,216.327469,209.634537,0.863493,4.044485,-0.476767,53.858032,379.111206,-179.058014
5,0,2.612859,-2.597118,-0.058670,-247.498611,178.121155,-85.519966,-0.336721,2.343612,-1.391181,-285.707825,216.332748,209.639786,0.863538,4.044427,-0.476749,53.859432,379.115601,-179.050827
6,0,2.612664,-2.597219,-0.058624,-247.503403,178.121140,-85.508202,-0.342108,2.356973,-1.372582,-285.710754,216.340179,209.640442,0.863244,4.044518,-0.477244,53.855255,379.120972,-179.048889
7,0,2.612389,-2.597953,-0.058460,-247.506424,178.119843,-85.501015,-0.345244,2.364686,-1.361750,-285.722015,216.348251,209.650330,0.863833,4.044604,-0.475484,53.867203,379.118347,-179.040543
8,0,2.612045,-2.598050,-0.057959,-247.509125,178.120331,-85.496796,-0.349702,2.375543,-1.346349,-285.723938,216.352554,209.649673,0.863243,4.044837,-0.476301,53.850983,379.117798,-179.032425
9,0,2.611804,-2.598467,-0.057785,-247.518784,178.117783,-85.485527,-0.353406,2.384784,-1.333035,-285.725494,216.366241,209.651611,0.863302,4.044907,-0.476594,53.857693,379.119141,-179.028458
10,0,2.611235,-2.599247,-0.057572,-247.517441,178.117050,-85.485016,-0.356935,2.392936,-1.321123,-285.731598,216.368607,209.654312,0.863923,4.044862,-0.476076,53.861359,379.115295,-179.018768
11,0,2.610889,-2.599606,-0.057672,-247.524994,178.112701,-85.479675,-0.359615,2.399464,-1.311481,-285.736115,216.374390,209.656677,0.863982,4.044784,-0.476402,53.855846,379.121216,-179.016510
12,0,2.610615,-2.600085,-0.057205,-247.534210,178.108139,-85.472374,-0.361372,2.403693,-1.305405,-285.738892,216.380829,209.658524,0.863644,4.044816,-0.476267,53.857197,379.118439,-179.010178
13,0,2.610210,-2.600418,-0.056744,-247.541870,178.106262,-85.466362,-0.361678,2.404425,-1.304205,-285.736694,216.386322,209.657349,0.863861,4.045080,-0.475533,53.857586,379.121277,-179.004059
14,0,2.609515,-2.601196,-0.056635,-247.548828,178.100128,-85.460114,-0.362761,2.406933,-1.300552,-285.746124,216.387390,209.660522,0.863509,4.045120,-0.476643,53.848389,379.118744,-179.002457
15,0,2.609244,-2.601556,-0.056585,-247.554886,178.088760,-85.451744,-0.361075,2.402885,-1.306599,-285.747742,216.388763,209.661118,0.863467,4.044970,-0.475982,53.849895,379.122803,-178.987869
16,0,2.608837,-2.601953,-0.056239,-247.565887,178.079285,-85.442329,-0.359571,2.399334,-1.311854,-285.751984,216.388000,209.662827,0.862911,4.045455,-0.476911,53.835121,379.125092,-178.985138
17,0,2.608764,-2.602059,-0.055877,-247.571564,178.069595,-85.438049,-0.360105,2.400512,-1.310124,-285.754547,216.388748,209.663681,0.863298,4.045259,-0.475649,53.836884,379.134430,-178.978775
18,0,2.608331,-2.602320,-0.056041,-247.579865,178.053757,-85.423904,-0.358752,2.397338,-1.314809,-285.759552,216.385651,209.669434,0.862808,4.045433,-0.477811,53.821926,379.138947,-178.976379
19,0,2.607862,-2.602776,-0.055410,-247.592407,178.037170,-85.418861,-0.359070,2.398103,-1.313683,-285.763855,216.379471,209.673828,0.862956,4.045471,-0.475847,53.820549,379.140167,-178.957687
20,0,2.607855,-2.603224,-0.055458,-247.599365,178.022278,-85.405510,-0.361230,2.403184,-1.306181,-285.764709,216.377518,209.677475,0.862514,4.045396,-0.475502,53.815540,379.145996,-178.949173
21,0,2.607302,-2.603575,-0.055006,-247.609299,178.008255,-85.391876,-0.363649,2.408991,-1.297643,-285.766357,216.376999,209.682663,0.862082,4.045750,-0.475157,53.800228,379.152039,-178.944580
22,0,2.607079,-2.603611,-0.054918,-247.617416,177.992920,-85.380539,-0.361224,2.403130,-1.306344,-285.767517,216.373566,209.686539,0.862123,4.045767,-0.475349,53.791821,379.159851,-178.928574
23,0,2.606729,-2.604199,-0.054499,-247.624512,177.979828,-85.367096,-0.358904,2.397566,-1.314536,-285.763977,216.370941,209.690918,0.861701,4.045341,-0.475823,53.782612,379.160461,-178.926880
