Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,2.657696,-2.562852,-0.032254,-213.737274,183.582062,-56.920727,-0.300121,2.128102,-1.687307,-270.804077,245.913528,249.051849,0.575952,4.098698,0.182952,77.085022,373.628845,-170.801270
2,0,2.657535,-2.562704,-0.031216,-213.782135,183.463486,-56.836231,-0.307052,2.147670,-1.666694,-270.792969,245.948929,249.100555,0.575106,4.095536,0.183591,77.147774,373.463287,-170.440765
3,0,2.656883,-2.562940,-0.030313,-213.832947,183.341156,-56.747330,-0.313611,2.166029,-1.647070,-270.788177,245.982483,249.154922,0.576836,4.090416,0.181783,77.303268,373.258484,-170.045654
4,0,2.657113,-2.563011,-0.030205,-213.879593,183.215881,-56.657883,-0.319652,2.183481,-1.627964,-270.780151,246.015793,249.205856,0.575580,4.097873,0.184382,77.319366,373.071503,-169.748413
5,0,2.656526,-2.563400,-0.029202,-213.923737,183.089981,-56.572887,-0.325126,2.199086,-1.610603,-270.771027,246.046951,249.257950,0.573310,4.096152,0.180953,77.427895,372.864410,-169.358704
6,0,2.656190,-2.563650,-0.028562,-213.970764,182.958649,-56.478947,-0.330161,2.213383,-1.594474,-270.766724,246.080750,249.311050,0.571350,4.092724,0.177759,77.534424,372.672333,-168.962524
7,0,2.655908,-2.563972,-0.027807,-214.023438,182.823364,-56.384369,-0.334800,2.226541,-1.579384,-270.761353,246.110443,249.359299,0.574498,4.092252,0.183053,77.581429,372.467621,-168.620712
8,0,2.655232,-2.564952,-0.027227,-214.070602,182.695404,-56.292454,-0.338529,2.237247,-1.566941,-270.758789,246.144150,249.415680,0.576049,4.093183,0.184519,77.679039,372.252869,-168.244522
9,0,2.654711,-2.565397,-0.026403,-214.118683,182.560486,-56.195301,-0.342370,2.247936,-1.554433,-270.751831,246.175964,249.468842,0.574175,4.098541,0.187757,77.650757,372.062958,-167.921112
10,0,2.654438,-2.565580,-0.025519,-214.173828,182.426483,-56.089954,-0.350032,2.269279,-1.528825,-270.756165,246.206757,249.523651,0.573058,4.092245,0.188510,77.802444,371.848206,-167.491028
11,0,2.653976,-2.565532,-0.024346,-214.226273,182.290649,-55.990307,-0.352252,2.275129,-1.521924,-270.746246,246.242264,249.570724,0.572232,4.090477,0.183396,77.953224,371.607483,-167.072769
12,0,2.653689,-2.565337,-0.023040,-214.269333,182.151596,-55.889046,-0.358330,2.291919,-1.501505,-270.747070,246.270996,249.632767,0.572475,4.091734,0.185835,78.025093,371.376892,-166.691055
13,0,2.653418,-2.565830,-0.022262,-214.324478,182.004257,-55.788692,-0.358180,2.291385,-1.502615,-270.752136,246.300995,249.689850,0.568580,4.094222,0.184287,78.044746,371.184570,-166.302505
14,0,2.653080,-2.566186,-0.021901,-214.371277,181.865433,-55.688534,-0.359752,2.295689,-1.497605,-270.757782,246.332779,249.749176,0.569593,4.092686,0.191710,78.101585,370.957977,-165.924118
15,0,2.652631,-2.566728,-0.020623,-214.414200,181.723709,-55.589138,-0.362796,2.304254,-1.487319,-270.757416,246.369797,249.803116,0.570081,4.088560,0.188448,78.226814,370.714844,-165.507019
16,0,2.652511,-2.566710,-0.019691,-214.459656,181.580902,-55.484787,-0.364999,2.310274,-1.480062,-270.758759,246.401962,249.861420,0.571978,4.152921,0.226798,77.949944,370.412628,-165.698761
17,0,2.652027,-2.567398,-0.018305,-214.515488,181.438019,-55.378559,-0.368271,2.319383,-1.468722,-270.760193,246.433807,249.915695,0.571041,4.147745,0.228480,78.056717,370.175323,-165.272644
18,0,2.651870,-2.567289,-0.017091,-214.565613,181.293396,-55.267063,-0.369607,2.323448,-1.463835,-270.763702,246.467026,249.973450,0.573681,4.145234,0.229807,78.127625,369.909363,-164.891846
