Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,-0.870815,2.410651,-0.156449,-497.707458,-79.217026,-76.210793,3.352123,-0.793639,-1.624795,-453.900024,91.245514,249.461029,-1.636179,2.152990,0.472101,-333.385651,-132.908157,-333.192200
2,0,-0.871153,2.410484,-0.156694,-497.600647,-79.248146,-76.169502,3.388183,-0.870228,-1.642558,-453.897461,91.258484,249.482162,-1.635969,2.153457,0.471747,-333.224091,-132.976852,-333.107635
3,0,-0.871192,2.410268,-0.156925,-497.486816,-79.270935,-76.124580,3.422211,-0.949409,-1.659454,-453.903198,91.279236,249.491150,-1.635686,2.153431,0.471517,-333.079163,-133.055710,-333.010590
4,0,-0.871370,2.410085,-0.157537,-497.381897,-79.302223,-76.075661,3.454073,-1.031254,-1.675715,-453.918091,91.309021,249.505432,-1.636016,2.153684,0.470692,-332.914154,-133.122192,-332.929169
5,0,-0.871028,2.409813,-0.158381,-497.270081,-79.328308,-76.035461,3.483543,-1.115958,-1.690599,-453.929871,91.337204,249.513306,-1.637232,2.153701,0.470276,-332.757935,-133.192764,-332.843323
6,0,-0.871237,2.409506,-0.158627,-497.166107,-79.360123,-75.982224,3.507147,-1.191484,-1.702333,-453.948242,91.360512,249.529205,-1.637248,2.153311,0.470119,-332.600128,-133.263458,-332.759216
7,0,-0.871496,2.409191,-0.158589,-497.058319,-79.388512,-75.933830,3.528628,-1.269374,-1.713157,-453.953827,91.393295,249.539703,-1.636988,2.153052,0.469935,-332.423370,-133.336258,-332.676575
8,0,-0.872029,2.408819,-0.158736,-496.945740,-79.424530,-75.873795,3.548036,-1.349589,-1.723176,-453.975372,91.415199,249.552399,-1.636523,2.153023,0.469763,-332.263763,-133.418472,-332.578430
9,0,-0.872469,2.408574,-0.159108,-496.828918,-79.456497,-75.821594,3.561694,-1.414763,-1.730295,-454.006836,91.452408,249.544724,-1.636184,2.152901,0.469376,-332.099976,-133.498642,-332.479523
10,0,-0.872564,2.408735,-0.159273,-496.705048,-79.482864,-75.778748,3.574930,-1.488243,-1.737233,-454.014099,91.472122,249.568008,-1.636985,2.152493,0.469470,-331.928986,-133.571823,-332.385498
11,0,-0.872157,2.408356,-0.159719,-496.585876,-79.516479,-75.726852,3.585538,-1.557830,-1.742757,-454.032257,91.506119,249.574570,-1.637283,2.152417,0.468978,-331.756256,-133.642563,-332.294647
12,0,-0.872105,2.407956,-0.159930,-496.460266,-79.545708,-75.679428,3.593630,-1.623607,-1.747637,-454.048218,91.541634,249.581436,-1.636981,2.152707,0.468167,-331.576080,-133.724716,-332.200104
13,0,-0.872154,2.407380,-0.159798,-496.335938,-79.575218,-75.624580,3.599803,-1.685514,-1.750405,-454.061737,91.575668,249.593857,-1.636613,2.152497,0.468335,-331.387573,-133.801804,-332.109222
14,0,-0.872524,2.407247,-0.160223,-496.229858,-79.613419,-75.563805,3.604174,-1.742935,-1.753059,-454.068451,91.612297,249.596649,-1.636785,2.152415,0.467836,-331.196655,-133.873962,-332.011230
15,0,-0.872412,2.407156,-0.160640,-496.104340,-79.646645,-75.515816,3.607636,-1.799926,-1.754704,-454.083282,91.638680,249.617767,-1.637811,2.152593,0.466885,-331.014648,-133.944504,-331.912354
16,0,-0.872387,2.406949,-0.160938,-495.979675,-79.682442,-75.459221,3.609568,-1.851848,-1.755770,-454.095490,91.666901,249.626968,-1.637939,2.152591,0.466723,-330.840363,-134.036636,-331.787628
17,0,-0.872024,2.406888,-0.161816,-495.838440,-79.706306,-75.411522,3.610496,-1.903025,-1.756318,-454.107605,91.697601,249.641556,-1.637523,2.153008,0.466227,-330.654938,-134.116730,-331.677887
18,0,-0.871398,2.406208,-0.161939,-495.684570,-79.734070,-75.369194,3.602611,-2.092618,-1.757538,-454.408264,91.663666,249.507462,-1.637824,2.152977,0.465381,-330.429871,-134.176468,-331.608002
19,0,-0.872121,2.406246,-0.162341,-495.556152,-79.774475,-75.309746,3.593637,-2.205865,-1.753482,-454.444244,91.716995,249.507248,-1.637995,2.152582,0.465102,-330.238983,-134.257309,-331.499390
20,0,-0.873111,2.406055,-0.162492,-495.435730,-79.816345,-75.246742,3.579514,-2.322755,-1.747075,-454.450012,91.752113,249.527496,-1.638523,2.152547,0.464440,-330.048218,-134.340622,-331.391693
21,0,-0.873477,2.405516,-0.162485,-495.307190,-79.852356,-75.182625,3.559892,-2.443377,-1.738313,-454.459351,91.792999,249.551361,-1.637871,2.152284,0.463994,-329.843353,-134.427826,-331.285156
22,0,-0.872586,2.405025,-0.163544,-495.160309,-79.889633,-75.122360,3.534173,-2.567567,-1.726685,-454.461548,91.829666,249.570313,-1.637731,2.152451,0.463658,-329.621368,-134.497925,-331.192596
23,0,-0.873527,2.405085,-0.163812,-495.019653,-79.925850,-75.053986,3.502288,-2.695001,-1.711668,-454.468506,91.870483,249.587845,-1.638089,2.151944,0.462859,-329.412598,-134.578796,-331.083801
24,0,-0.873586,2.404558,-0.164624,-494.866791,-79.968933,-74.994507,3.463459,-2.825902,-1.693478,-454.479034,91.904510,249.617905,-1.638798,2.152064,0.461888,-329.221222,-134.673264,-330.953827
