Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
13,0,-0.001535,-1.590138,0.440385,-386.737152,-12.050155,-67.994850,-0.833084,3.339200,-1.992805,-469.468170,75.323975,161.687317,3.271440,-1.081726,1.065836,-204.853378,73.961876,-123.678085
14,0,-0.005043,-1.624413,0.411662,-387.070923,-12.124882,-68.328911,-0.821494,3.360278,-1.969868,-469.478363,75.326859,161.689438,3.271084,-1.081929,1.066030,-204.853775,73.963745,-123.677650
15,0,-0.005348,-1.624393,0.412003,-387.070343,-12.124370,-68.324348,-0.799048,3.400304,-1.924839,-469.477448,75.332283,161.691513,3.271201,-1.081910,1.065977,-204.854462,73.962204,-123.675346
16,0,-0.005323,-1.624366,0.411614,-387.072479,-12.120204,-68.325874,-0.788364,3.418843,-1.903197,-469.479675,75.341850,161.683563,3.271214,-1.081899,1.066074,-204.852051,73.965080,-123.673859
17,0,-0.005430,-1.624609,0.411542,-387.068146,-12.119248,-68.321503,-0.781761,3.429914,-1.890392,-469.483765,75.342255,161.687149,3.271269,-1.081922,1.066022,-204.852463,73.966187,-123.675316
18,0,-0.005616,-1.624525,0.411766,-387.068390,-12.117259,-68.321434,-0.778740,3.435070,-1.884049,-469.482758,75.345352,161.685135,3.271354,-1.081890,1.066133,-204.853851,73.965347,-123.677948
19,0,-0.005419,-1.624457,0.411638,-387.065247,-12.114725,-68.324516,-0.782614,3.428694,-1.891746,-469.486267,75.347870,161.689911,3.271384,-1.081746,1.066114,-204.850372,73.973297,-123.678192
20,0,-0.005337,-1.624456,0.411403,-387.068451,-12.112141,-68.323135,-0.782945,3.428107,-1.892275,-469.481842,75.354431,161.687119,3.271379,-1.081764,1.065956,-204.852356,73.972260,-123.675392
21,0,-0.005573,-1.624286,0.411501,-387.068756,-12.110137,-68.329681,-0.780189,3.432405,-1.887223,-469.478973,75.353775,161.689774,3.271414,-1.081807,1.065953,-204.849121,73.972832,-123.677437
22,0,-0.005343,-1.624447,0.411559,-387.068787,-12.114375,-68.326523,-0.784948,3.424522,-1.896616,-469.477570,75.359711,161.686966,3.271293,-1.081680,1.065827,-204.848984,73.973381,-123.681557
