Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,2.471322,-2.469358,-0.311190,-230.962296,190.386002,-59.084717,0.272017,0.634493,0.474663,-284.330536,265.328674,249.971451,-0.337599,-1.666087,-0.247293,67.950417,372.302368,-213.116562
2,0,2.471307,-2.469399,-0.310930,-230.966293,190.381088,-59.083363,0.244645,0.628175,0.482327,-284.325531,265.337250,249.967209,-0.337928,-1.666949,-0.247410,67.951454,372.301025,-213.122070
3,0,2.471267,-2.469384,-0.311060,-230.962936,190.382736,-59.079708,0.224162,0.623329,0.488052,-284.318634,265.354553,249.969055,-0.337492,-1.665921,-0.247210,67.957855,372.300110,-213.115860
4,0,2.471306,-2.469513,-0.311476,-230.957764,190.385483,-59.080341,0.196962,0.616820,0.495457,-284.311340,265.360291,249.961563,-0.337785,-1.665629,-0.247087,67.970924,372.300415,-213.106216
5,0,2.471128,-2.469452,-0.311151,-230.955948,190.386871,-59.080093,0.177153,0.612061,0.500862,-284.307861,265.375854,249.965836,-0.337492,-1.666002,-0.247280,67.958893,372.296997,-213.116776
6,0,2.471301,-2.469240,-0.310972,-230.956711,190.387619,-59.077011,0.149994,0.605525,0.508141,-284.298767,265.383972,249.962112,-0.338083,-1.666803,-0.247499,67.960587,372.293213,-213.125870
7,0,2.471394,-2.469094,-0.311349,-230.952301,190.390320,-59.077831,0.122927,0.598882,0.515440,-284.298553,265.391937,249.962494,-0.337161,-1.665513,-0.247570,67.962349,372.292206,-213.112671
8,0,2.471275,-2.469373,-0.311239,-230.951645,190.390991,-59.075809,0.099711,0.593077,0.521545,-284.291901,265.404205,249.959839,-0.337884,-1.666741,-0.247354,67.960457,372.299377,-213.122696
9,0,2.471406,-2.469215,-0.311081,-230.947495,190.391968,-59.079296,0.082500,0.588800,0.526055,-284.287689,265.415771,249.956558,-0.337833,-1.666275,-0.247244,67.961304,372.291626,-213.122849
10,0,2.471198,-2.469177,-0.311164,-230.945938,190.393753,-59.073345,0.065919,0.584678,0.530298,-284.283356,265.421753,249.955627,-0.337562,-1.666042,-0.247614,67.961105,372.293640,-213.125595
11,0,2.470967,-2.469590,-0.311368,-230.941681,190.397369,-59.077854,0.048796,0.580356,0.534801,-284.278503,265.435669,249.956650,-0.337240,-1.665035,-0.247572,67.969215,372.293884,-213.109848
