Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,-0.685107,2.373843,-0.206684,-477.736328,-54.609257,-66.604691,-1.696413,-0.255399,0.251669,-488.031250,97.257164,285.649750,-2.081096,2.221275,0.590410,-286.492096,-100.574341,-315.253021
2,0,-0.685020,2.373624,-0.206753,-477.686859,-54.613514,-66.573235,-1.707176,-0.257433,0.250204,-488.026093,97.290909,285.665924,-2.081513,2.221276,0.589770,-286.438324,-100.601936,-315.203979
3,0,-0.684810,2.373658,-0.206968,-477.649536,-54.623875,-66.536057,-1.723343,-0.260455,0.247938,-488.019501,97.316940,285.680023,-2.082154,2.221457,0.589483,-286.391174,-100.629997,-315.156982
4,0,-0.685296,2.373648,-0.207258,-477.611267,-54.635693,-66.496384,-1.737412,-0.263140,0.245883,-488.016235,97.347305,285.693481,-2.082541,2.221630,0.589000,-286.338837,-100.653542,-315.109589
5,0,-0.685058,2.373460,-0.207160,-477.567810,-54.643028,-66.467934,-1.739485,-0.263596,0.245657,-488.012085,97.378586,285.707062,-2.082733,2.221664,0.588607,-286.290649,-100.684387,-315.060791
6,0,-0.685778,2.373699,-0.207328,-477.527405,-54.655060,-66.430557,-1.749066,-0.265402,0.244309,-488.011475,97.404800,285.721313,-2.082664,2.221393,0.588684,-286.225464,-100.712242,-315.022095
7,0,-0.686021,2.373619,-0.207406,-477.486755,-54.663742,-66.400383,-1.746185,-0.265028,0.244757,-488.000854,97.437836,285.730530,-2.056904,2.222075,0.608743,-285.750519,-100.788353,-314.951294
8,0,-0.686746,2.373609,-0.207366,-477.440033,-54.676476,-66.361656,-1.748343,-0.265509,0.244532,-487.996399,97.463837,285.740875,-2.057124,2.221974,0.608577,-285.680542,-100.816406,-314.906769
9,0,-0.686714,2.373593,-0.207481,-477.401703,-54.687794,-66.330948,-1.754416,-0.266684,0.243672,-487.990662,97.499367,285.753937,-2.057618,2.221744,0.608046,-285.615784,-100.839409,-314.859619
10,0,-0.687058,2.373582,-0.207658,-477.356506,-54.697968,-66.304413,-1.746954,-0.265347,0.244852,-487.986877,97.524635,285.766449,-2.058127,2.221693,0.607678,-285.553925,-100.865387,-314.812775
11,0,-0.687092,2.373599,-0.207845,-477.318298,-54.710346,-66.264366,-1.746646,-0.265336,0.244955,-487.982330,97.554749,285.780945,-2.058593,2.221908,0.606907,-285.500580,-100.888702,-314.764618
12,0,-0.687562,2.373372,-0.207866,-477.273590,-54.718998,-66.240524,-1.740185,-0.264327,0.245936,-487.973633,97.587318,285.791901,-2.059319,2.221866,0.606736,-285.440918,-100.917747,-314.712372
13,0,-0.687959,2.373322,-0.208046,-477.228607,-54.730202,-66.206825,-1.740155,-0.264385,0.246004,-487.973511,97.615242,285.809265,-2.060172,2.221958,0.606347,-285.380096,-100.942787,-314.665009
14,0,-0.687778,2.373088,-0.208313,-477.181366,-54.740536,-66.179245,-1.739524,-0.264396,0.246161,-487.966888,97.647568,285.823151,-2.060210,2.222007,0.605910,-285.314117,-100.967926,-314.611176
15,0,-0.688385,2.373064,-0.208535,-477.136871,-54.752392,-66.147209,-1.738992,-0.264391,0.246309,-487.962128,97.675560,285.837128,-2.060187,2.222123,0.605677,-285.251160,-100.994835,-314.552368
16,0,-0.688330,2.372912,-0.208768,-477.093323,-54.768951,-66.112976,-1.734551,-0.263633,0.246961,-487.957611,97.708755,285.853027,-2.059760,2.222460,0.605690,-285.183075,-101.027100,-314.489075
17,0,-0.688256,2.372658,-0.209142,-477.039398,-54.777214,-66.079590,-1.735653,-0.263899,0.246928,-487.957367,97.735985,285.870056,-2.059595,2.222535,0.605451,-285.114258,-101.052109,-314.430817
18,0,-0.688222,2.372580,-0.209163,-476.995514,-54.789799,-66.050667,-1.743692,-0.265437,0.245797,-487.954742,97.763626,285.884186,-2.059189,2.222500,0.605331,-285.043701,-101.078499,-314.372620
19,0,-0.687745,2.372384,-0.209871,-476.947144,-54.799438,-66.013741,-1.735272,-0.263990,0.247112,-487.954224,97.793755,285.898285,-2.059841,2.222832,0.604770,-284.979736,-101.111671,-314.315674
20,0,-0.688140,2.372227,-0.209749,-476.905670,-54.814896,-65.982773,-1.740814,-0.265096,0.246365,-487.949738,97.824257,285.911926,-2.060188,2.222982,0.604370,-284.918518,-101.140335,-314.258667
21,0,-0.687823,2.372082,-0.210138,-476.855530,-54.830223,-65.949234,-1.740897,-0.265140,0.246437,-487.945984,97.855591,285.924805,-2.060806,2.222574,0.603700,-284.845337,-101.168137,-314.213959
22,0,-0.687857,2.371906,-0.210388,-476.809784,-54.847572,-65.909668,-1.744035,-0.265759,0.245983,-487.941895,97.886024,285.937164,-2.060941,2.222676,0.603833,-284.769928,-101.194641,-314.155762
23,0,-0.688094,2.371772,-0.210559,-476.760498,-54.862820,-65.875496,-1.747291,-0.266475,0.245597,-487.941254,97.914452,285.948090,-2.061393,2.222436,0.603810,-284.699799,-101.222572,-314.101227
24,0,-0.688381,2.371746,-0.210728,-476.716919,-54.877476,-65.835907,-1.746523,-0.266375,0.245806,-487.937286,97.943222,285.961426,-2.061546,2.222474,0.603543,-284.639069,-101.253815,-314.045166
25,0,-0.688703,2.371811,-0.210862,-476.675232,-54.892288,-65.800751,-1.755529,-0.268079,0.244552,-487.930939,97.977425,285.970154,-2.061788,2.222233,0.603628,-284.561523,-101.281616,-313.993530
26,0,-0.689266,2.371800,-0.210750,-476.622375,-54.911877,-65.763069,-1.761210,-0.269226,0.243830,-487.924744,98.004974,285.986145,-2.061717,2.222484,0.603321,-284.494720,-101.312477,-313.923523
27,0,-0.689562,2.371720,-0.210829,-476.572205,-54.931591,-65.726799,-1.768888,-0.270659,0.242748,-487.920563,98.035385,285.997467,-2.062021,2.222257,0.603273,-284.422150,-101.343384,-313.869324
28,0,-0.690441,2.371373,-0.210844,-476.522552,-54.953896,-65.686111,-1.767615,-0.270510,0.243051,-487.919006,98.064667,286.010620,-2.062182,2.222625,0.603037,-284.363281,-101.375603,-313.805695
29,0,-0.690833,2.371376,-0.210787,-476.472076,-54.971516,-65.646164,-1.769850,-0.270909,0.242850,-487.912445,98.096344,286.027740,-2.061663,2.222277,0.603319,-284.282104,-101.404617,-313.746857
30,0,-0.691546,2.371053,-0.210781,-476.421509,-54.990459,-65.604309,-1.775145,-0.271961,0.242182,-487.907379,98.128197,286.039978,-2.061331,2.222503,0.603290,-284.206207,-101.441437,-313.680298
31,0,-0.692294,2.371049,-0.210265,-476.369141,-55.015194,-65.562088,-1.769237,-0.270930,0.243204,-487.907288,98.157738,286.055054,-2.060764,2.222192,0.603264,-284.119507,-101.472527,-313.623718
32,0,-0.692453,2.370848,-0.210500,-476.313568,-55.036335,-65.528061,-1.767863,-0.270740,0.243432,-487.900543,98.192116,286.068634,-2.060387,2.222125,0.603305,-284.028778,-101.501984,-313.558380
33,0,-0.692293,2.370675,-0.210601,-476.256042,-55.047947,-65.495163,-1.765918,-0.270459,0.243852,-487.900116,98.224419,286.085419,-2.061281,2.222080,0.602868,-283.951813,-101.527031,-313.502716
34,0,-0.692688,2.370263,-0.210398,-476.199188,-55.071678,-65.458443,-1.760192,-0.269421,0.244772,-487.897675,98.253349,286.099548,-2.062006,2.222172,0.601818,-283.884460,-101.558388,-313.445831
35,0,-0.692822,2.370321,-0.210827,-476.137878,-55.088856,-65.415222,-1.757432,-0.268988,0.245302,-487.894226,98.284866,286.114136,-2.062871,2.221961,0.601559,-283.807098,-101.580879,-313.388763
36,0,-0.693030,2.370144,-0.211152,-476.073242,-55.101997,-65.382675,-1.757490,-0.269074,0.245388,-487.886292,98.320061,286.127777,-2.063767,2.221920,0.601090,-283.727570,-101.609879,-313.331390
37,0,-0.692538,2.370135,-0.211549,-476.013397,-55.120403,-65.350174,-1.759751,-0.269589,0.245107,-487.884094,98.352989,286.139069,-2.064281,2.221886,0.600819,-283.649414,-101.638817,-313.268066
38,0,-0.692765,2.370090,-0.211750,-475.950256,-55.137573,-65.313133,-1.750115,-0.267844,0.246619,-487.884979,98.383675,286.152161,-2.064889,2.221897,0.600343,-283.575623,-101.669609,-313.205078
39,0,-0.693000,2.369865,-0.211857,-475.885742,-55.152115,-65.278557,-1.745478,-0.267064,0.247377,-487.876099,98.416206,286.164764,-2.064193,2.221753,0.600383,-283.484253,-101.691811,-313.139343
40,0,-0.694142,2.370028,-0.211992,-475.829407,-55.173969,-65.230034,-1.743489,-0.266777,0.247774,-487.869476,98.453934,286.175903,-2.064219,2.221822,0.600296,-283.393036,-101.717049,-313.074463
41,0,-0.694267,2.370008,-0.212443,-475.770996,-55.185909,-65.191093,-1.743375,-0.266818,0.247827,-487.869843,98.485649,286.194092,-2.064531,2.221921,0.600150,-283.307800,-101.750198,-313.013550
42,0,-0.695125,2.369989,-0.212542,-475.713776,-55.205753,-65.150963,-1.744179,-0.267097,0.247795,-487.867126,98.516594,286.211060,-2.064299,2.221893,0.599987,-283.216553,-101.780899,-312.951630
43,0,-0.695739,2.369888,-0.212507,-475.660431,-55.225616,-65.107407,-1.750806,-0.268431,0.246803,-487.865967,98.551498,286.221161,-2.064701,2.221687,0.600063,-283.120148,-101.803375,-312.898621
44,0,-0.696940,2.369815,-0.212488,-475.602844,-55.249332,-65.065041,-1.737351,-0.266065,0.248832,-487.862305,98.583107,286.235321,-2.064974,2.221350,0.599885,-283.034546,-101.834221,-312.834900
45,0,-0.697355,2.369380,-0.212542,-475.547852,-55.268536,-65.022308,-1.735285,-0.265787,0.249110,-487.864319,98.615204,286.249939,-2.065302,2.221126,0.599847,-282.942322,-101.862061,-312.770508
46,0,-0.697599,2.369273,-0.212742,-475.489319,-55.283035,-64.982803,-1.740745,-0.266850,0.248406,-487.862274,98.647209,286.262451,-2.066036,2.220626,0.599800,-282.855438,-101.886131,-312.711487
47,0,-0.698578,2.369143,-0.212878,-475.430450,-55.300400,-64.948563,-1.738301,-0.266599,0.248808,-487.855286,98.680069,286.274231,-2.066756,2.220209,0.599559,-282.770569,-101.915573,-312.647675
48,0,-0.698757,2.368955,-0.213336,-475.374329,-55.318127,-64.910347,-1.737636,-0.266551,0.248828,-487.855072,98.712891,286.285095,-2.067794,2.220519,0.598791,-282.694794,-101.944336,-312.584656
49,0,-0.698678,2.368713,-0.213482,-475.316772,-55.333328,-64.872040,-1.742372,-0.267526,0.248197,-487.856110,98.746811,286.297638,-2.068021,2.220277,0.597959,-282.603119,-101.967583,-312.519287
50,0,-0.698942,2.368666,-0.213689,-475.262543,-55.354237,-64.828659,-1.734451,-0.266142,0.249447,-487.850098,98.782578,286.309265,-2.068104,2.220301,0.597383,-282.517456,-101.996490,-312.453430
51,0,-0.699044,2.368195,-0.214008,-475.205780,-55.367733,-64.797188,-1.735541,-0.266391,0.249299,-487.848907,98.812508,286.323730,-2.068411,2.220219,0.597380,-282.419250,-102.022545,-312.386871
52,0,-0.698947,2.368180,-0.214049,-475.150604,-55.385132,-64.759560,-1.735932,-0.266570,0.249339,-487.852692,98.846588,286.337311,-2.068060,2.219975,0.597549,-282.310547,-102.047157,-312.321411
53,0,-0.699019,2.367937,-0.214166,-475.097015,-55.408508,-64.715958,-1.744452,-0.268230,0.248125,-487.848511,98.882065,286.350922,-2.068066,2.219621,0.597398,-282.198273,-102.070976,-312.261932
54,0,-0.699100,2.367667,-0.214017,-475.039795,-55.420826,-64.680573,-1.746101,-0.268675,0.247909,-487.845337,98.912758,286.364960,-2.069089,2.219901,0.596859,-282.117035,-102.100342,-312.184296
55,0,-0.699432,2.367530,-0.214556,-474.992920,-55.443546,-64.631615,-1.747893,-0.269037,0.247708,-487.840698,98.947777,286.375366,-2.069548,2.219800,0.596629,-282.031372,-102.126122,-312.120544
56,0,-0.699329,2.367168,-0.214684,-474.937042,-55.458431,-64.596085,-1.755561,-0.270506,0.246593,-487.846893,98.978142,286.392700,-2.070489,2.219686,0.596405,-281.937256,-102.155754,-312.053680
57,0,-0.699692,2.367043,-0.214512,-474.883484,-55.480183,-64.557808,-1.758351,-0.271148,0.246310,-487.843781,99.012741,286.404022,-2.071091,2.219903,0.595828,-281.853424,-102.182793,-311.980377
58,0,-0.699909,2.367066,-0.214791,-474.827209,-55.494911,-64.522087,-1.760427,-0.271638,0.246028,-487.844055,99.044785,286.417053,-2.071351,2.219552,0.595464,-281.761963,-102.203484,-311.915710
